galaxy,radius_kpc,vobs_kms,errv_kms,carrier_id,formula_id,selected_spin_normalization_route,beta_cl_value,v_carrier_kms,v_beta_cl_transfer_kms,construction_used_vobs,scoring_used_vobs,endpoint_validation_claim,claim_boundary
NGC0891,6.96,224.0,3.23,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,206.5612896938824,297.86854087805114,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,7.89,226.0,3.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,197.70839145064124,285.1023546959061,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,8.8,226.0,3.21,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,192.99676694183248,278.30802880994753,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,9.73,227.0,2.75,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,184.2364491624825,265.67534686634565,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,10.64,227.0,2.65,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,177.93197787356831,256.5840807021024,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,11.58,224.0,2.35,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,173.0296830026571,249.51480154376492,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,12.52,220.0,2.43,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,166.79591077121765,240.52548587142005,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,13.46,218.0,2.3,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,163.72380920318216,236.09540890561476,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,14.4,217.0,2.77,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,159.46102313731717,229.94832361487016,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,15.33,216.0,4.43,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,154.51443783672775,222.8151761214605,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,16.27,210.0,4.47,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,149.7426893040191,215.9341493086375,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC0891,17.11,208.0,4.35,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,2.0794639847286724,145.1589089584239,209.32417913817932,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,3.44,285.0,14.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,205.01117067125878,213.08786336279442,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,3.77,297.0,13.6,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,202.28740642956495,210.25679274031987,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,4.13,303.0,8.47,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,200.97684219829904,208.89459705641752,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,4.47,306.0,5.93,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,199.95782680355376,207.8354361702614,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,4.8,307.0,5.93,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,199.13963568310552,206.98501130264142,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,5.13,304.0,8.47,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,198.73336722855575,206.56273735216223,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,5.48,308.0,8.47,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,198.70479913680995,206.53304378175565,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,5.83,313.0,12.7,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,198.379797610543,206.19523838024938,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,6.16,314.0,9.32,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,198.1540344025324,205.9605809249342,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,6.51,315.0,6.78,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,199.69404823379188,207.56126568653892,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,6.86,317.0,8.47,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,201.16667430267867,209.09190785361687,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,7.18,320.0,7.63,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,202.05986773726244,210.02028985310474,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,7.51,316.0,20.5,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,203.01086485703172,211.00875279223283,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,7.85,318.0,23.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,204.58371611641041,212.64356865690547,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,8.21,321.0,8.48,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,205.74525413724615,213.85086704100877,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,8.57,323.0,8.66,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,205.8413410857984,213.95073946501873,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,8.9,321.0,12.7,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,205.5031595864161,213.5992348475081,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,9.24,323.0,11.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,204.5140641863048,212.5711726946918,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,9.6,323.0,10.4,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,203.28029995550477,211.28880265127506,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,9.93,322.0,13.6,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,202.53836648891982,210.51763971105925,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,10.27,321.0,13.6,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,202.1297214661911,210.09289556427936,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,10.6,323.0,9.32,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,201.6621427040782,209.60689590364512,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,10.93,322.0,11.9,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,201.23973663270385,209.16784857307323,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,11.27,321.0,11.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,200.65601025137522,208.56112550047897,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,12.31,323.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,197.36450466079256,205.1399465898496,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,14.35,319.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,186.54152218742078,193.89057806562468,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,16.4,308.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,174.28371438548123,181.14985732599487,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,18.48,299.0,5.66,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,164.59148033844278,171.07578459360062,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,20.57,299.0,5.66,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,158.23487447462398,164.46875163375978,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,22.51,298.0,5.66,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,155.3016894628001,161.42000982632158,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,24.59,296.0,5.66,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,150.61689745841932,156.55065409685565,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,26.68,293.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,143.34594954165954,148.99325734071044,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,28.77,289.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,136.78234443816206,142.17107012582863,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,30.7,289.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,131.80140116857638,136.99389585102165,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,32.79,288.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,128.04429643681908,133.08877489054396,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,34.88,285.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,125.93151670650202,130.89275934165758,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,36.96,283.0,2.83,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,124.72451763787262,129.63820891022013,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,38.9,275.0,2.83,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,123.71280875479304,128.5866423856512,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,40.99,272.0,2.83,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,122.17351022214267,126.98670110281292,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,43.08,271.0,2.83,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,120.19567629494831,124.93094772970477,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,45.16,274.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,117.50530243354979,122.13458294677396,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,47.1,277.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,114.26600456828794,118.7676685555033,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,49.19,281.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,110.8688840477796,115.23671387176174,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,51.27,286.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,108.25102932536024,112.51572521749446,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,53.36,282.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,106.7326451934927,110.93752228657982,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,55.3,283.0,4.24,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,106.48578590591327,110.6809376430732,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,57.38,288.0,5.66,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,106.68145762033814,110.88431810966341,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,59.47,287.0,5.66,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,106.91017795327065,111.12204918984132,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,61.56,289.0,7.07,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,106.56045303019314,110.75854637982712,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC2841,63.64,294.0,7.07,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0803447810919469,105.64445797106444,109.80646445491777,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,0.51,143.0,33.1,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,138.30195298693363,138.30195298693363,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,0.69,160.0,15.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,150.7867474282803,150.7867474282803,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,0.86,178.0,7.92,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,161.5468924182697,161.5468924182697,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,1.03,188.0,8.01,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,171.1796014424616,171.1796014424616,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,1.2,187.0,8.03,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,173.02739219557117,173.02739219557117,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,1.38,195.0,5.6,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,175.18025202630577,175.18025202630577,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,1.55,199.0,7.52,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,177.75616684098475,177.75616684098475,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,1.71,203.0,6.87,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,182.4195942052279,182.4195942052279,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,1.89,206.0,9.22,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,185.6460629800697,185.6460629800697,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,2.06,211.0,12.0,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,190.83639262467733,190.83639262467733,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,2.23,219.0,13.3,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,194.27043650540347,194.27043650540347,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,2.41,216.0,9.9,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,195.4855617430607,195.4855617430607,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,2.58,214.0,10.5,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,193.8465662579557,193.8465662579557,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,2.75,213.0,8.39,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,193.4680754026359,193.4680754026359,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,2.92,210.0,13.3,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,193.21970111766552,193.21970111766552,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,3.09,214.0,6.67,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,194.29156942595324,194.29156942595324,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,3.26,213.0,9.98,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,195.15040750662038,195.15040750662038,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,3.43,212.0,11.2,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,196.774343347907,196.774343347907,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
NGC3521,3.61,215.0,9.11,BARYONIC_050_FAST_PACKET,BETA_CL_TRANSFER_SOURCE_FROZEN,BULLOCK_DISK_CONVERSION,1.0,197.27617811078966,197.27617811078966,False,True,False,ugc12506_beta_closure_transfer_scoring_runner_not_endpoint
