galaxy,variant_id,radius_kpc,K_variant,v_variant_kms,nfw_c,nfw_r200_kpc,claim_boundary
UGC12506,cm1_r200m1,0.82,0.19694213708311578,53.61874829985624,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,2.46,0.47465300262053184,95.7929994529927,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,4.1,0.6537094475772656,119.74411609479864,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,5.74,0.77273234798142,133.54686583262688,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,7.38,0.8532651153096869,142.5861146008878,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,9.02,0.9081174429605721,152.23757202462875,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,10.65,0.9451103126635476,159.18460552710545,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,12.29,0.9698840049855442,163.67168367972275,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,13.93,0.9856711328339284,166.03965804942172,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,15.57,0.9948927206417959,169.10910727289357,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,17.21,0.9992586137196608,171.64360016785798,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,18.85,1.0,172.19592313692837,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,20.49,0.9980182078602678,171.05614187505586,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,22.13,0.9939825367748866,169.38289799579795,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,23.77,0.9883961165189294,166.96110709236245,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,25.41,0.9816411759724722,164.301594929234,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,27.05,0.9740107389386828,162.52695182611467,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,28.68,0.9657832613760042,161.8810060115116,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,30.32,0.957033059584502,161.4782360010528,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,31.96,0.9479466556702085,160.42094286229832,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,33.6,0.9386322581173273,157.9754440598352,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,35.24,0.9291750928119615,155.33081563657728,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,36.88,0.9196424234728464,153.65861295966445,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,38.52,0.9100873850457829,153.131102513919,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,40.16,0.9005519352536038,152.6309504896246,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,41.8,0.8910691446115182,151.5052712713388,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,43.44,0.8816649856917315,150.56909768899789,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,45.08,0.8723597401732877,150.78307427702586,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,46.71,0.894540702257778,150.85670911758433,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,48.35,0.9419263688653225,154.37591631834687,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200m1,49.99,0.9896005380943736,158.19715775445,14.27,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,0.82,0.19480556950512673,53.38816319896283,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,2.46,0.4705786468552435,95.54708762472595,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,4.1,0.6492284314771704,119.52783869259892,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,5.74,0.7684935354435359,133.36346332593612,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,7.38,0.8495359855134834,142.43501724061454,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,9.02,0.9049916113955683,152.11896528282074,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,10.65,0.9425965560651497,159.09339540445058,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,12.29,0.9679612951662874,163.60383730305128,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,13.93,0.9842984923994897,165.99191569396936,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,15.57,0.9940236401708197,169.0794297570282,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,17.21,0.9988463249076367,171.6297298017424,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,18.85,1.0,172.19592313692837,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,20.49,0.9983893566668864,171.06867011130754,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,22.13,0.9946874128493264,169.40692551045086,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,23.77,0.9894009933786824,166.99585660991283,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,25.41,0.982915814266911,164.34638507053478,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,27.05,0.9755280987235357,162.5808516831783,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,28.68,0.9675179255908477,161.94286929844284,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,30.32,0.9589648466168582,161.54729954006197,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,31.96,0.950056275850848,160.49685948852434,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,33.6,0.940902456050682,158.05840173365695,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,35.24,0.9315904127619417,155.4205767070263,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,36.88,0.9221890011587,153.75427976895327,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,38.52,0.9127527640104378,153.23157555475376,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,40.16,0.9033249054897439,152.73582015194324,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,41.8,0.8939396010199805,151.61463238886478,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,43.44,0.8846238040294724,150.68252440162573,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,45.08,0.87539866832497,150.8994056304234,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,46.71,0.8949359528155227,150.8718371528731,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,48.35,0.9422287274909792,154.3872252960879,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r2000,49.99,0.9898180266851088,158.20509597843224,14.27,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,0.82,0.1927250506136464,53.162665939655604,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,2.46,0.46659671714488643,95.30614118376579,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,4.1,0.6448370682012081,119.31550805914081,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,5.74,0.764330637562829,133.18309963734757,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,7.38,0.8458673337716525,142.28621376606856,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,9.02,0.9019121112138517,152.00202604082733,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,10.65,0.9401171267218468,159.0033795706972,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,12.29,0.9660629150474797,163.5368218295585,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,13.93,0.9829420323974759,165.94472262302372,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,15.57,0.9931641464641882,169.05007448757806,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,17.21,0.9984383087007387,171.61600207245425,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,18.85,1.0,172.19592313692837,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,20.49,0.9987570772753133,171.08108172296068,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,22.13,0.9953861165935327,169.4307392625532,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,23.77,0.9903975085216785,167.03030983259544,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,25.41,0.9841803522110546,164.39080823175237,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,27.05,0.9770339866495014,162.63432637405492,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,28.68,0.9692400519361499,162.00426207990085,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,30.32,0.960883268011076,161.6158560351797,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,31.96,0.9521519041033916,160.57223706615105,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,33.6,0.9431582013361869,158.14078817484184,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,35.24,0.9339909556094044,155.50973727666997,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,36.88,0.9247205895519415,153.84932451480893,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,38.52,0.9154030340336758,153.33141377715444,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,40.16,0.9060827234158348,152.84004540959972,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,41.8,0.8967949245821579,151.72333875774754,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,43.44,0.8875675606642215,150.79528905371345,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,45.08,0.8784226483226558,151.01507580934125,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,46.71,0.8953293230105042,150.88689171219062,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,48.35,0.942529694288162,154.3984813933021,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cm1_r200p1,49.99,0.990034545978366,158.21299842790896,14.27,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,0.82,0.20421413402756045,54.39624060617491,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,2.46,0.4883431264592038,96.61469583920737,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,4.1,0.6685889139016864,120.45949193024717,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,5.74,0.7866410674088542,134.14689909859925,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,7.38,0.8653430834468169,143.0743959201998,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,9.02,0.9180857733615935,152.61519527005336,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,10.65,0.9529680410179249,159.46938198986768,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,12.29,0.975722632319032,163.87753830131612,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,13.93,0.9896439187477941,166.17775980573748,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,15.57,0.997167201223491,169.1867520037937,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,17.21,1.0,171.6685393279122,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,18.85,0.9993635453948914,172.17457952448163,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,20.49,0.9961461494943507,170.99293600723192,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,22.13,0.9910033608748426,169.28130745157313,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,23.77,0.9844249732617201,166.82371067351534,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,25.41,0.9767808239582874,164.13069246798307,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,27.05,0.9683526922873963,162.32580814176734,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,28.68,0.959413108652508,161.65362431150672,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,30.32,0.9500187571641843,161.22721814342972,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,31.96,0.9403528619367217,160.14737527795313,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,33.6,0.9305166596359588,157.67852660219577,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,35.24,0.9205892332002383,155.0113166528644,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,36.88,0.9106324332951347,153.31965711965188,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,38.52,0.9006946215016516,152.77651001630284,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,40.16,0.8908135413495692,152.26208649198293,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,41.8,0.8810185373820519,151.12173091851005,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,43.44,0.8713322823963792,150.17232008203848,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,45.08,0.8617721305376298,150.37707350749974,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,46.71,0.8931665232165806,150.80410122983093,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,48.35,0.9408771398615224,154.33666607131707,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200m1,49.99,0.9888471169570263,158.1696551819273,14.87,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,0.82,0.2020553674298186,54.16659881064967,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,2.46,0.4843201064231899,96.37395661334467,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,4.1,0.6642614525166933,120.25187486866027,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,5.74,0.7826422189220649,133.97466083057077,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,7.38,0.8619181594814197,142.93610444976235,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,9.02,0.9153090237739628,152.51009957136932,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,10.65,0.9508330299686562,159.39205616452023,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,12.29,0.9741972995231429,163.82378404572336,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,13.93,0.9886790466286175,166.14422953067793,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,15.57,0.9967103033673628,169.17115758386203,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,17.21,1.0,171.6685393279122,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,18.85,0.99977285579859,172.1883061214665,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,20.49,0.9969214421379905,171.01911486491775,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,22.13,0.992105683968458,169.3189040123494,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,23.77,0.9858195540420648,166.87197425236428,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,25.41,0.978436733568921,164.18893848243025,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,27.05,0.9702424646330203,162.39301730056962,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,28.68,0.9615111507477477,161.72854893342844,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,30.32,0.9523047432769568,161.3090686635929,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
