galaxy,variant_id,radius_kpc,K_variant,v_variant_kms,nfw_c,nfw_r200_kpc,claim_boundary
UGC12506,c0_r2000,31.96,0.9428075185183626,160.23585574404754,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,33.6,0.9331228241981835,157.77393670192802,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,35.24,0.9233315982525836,155.11343770257585,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,36.88,0.9134973219933173,153.42751543275054,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,38.52,0.9036697918378872,152.88891665309558,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,40.16,0.8938880155881002,152.37863570353971,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,41.8,0.8841824535857327,151.24257374947163,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,43.44,0.8745767651575362,150.29702160092722,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,45.08,0.8650891783388326,150.50438943429546,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,46.71,0.8935961858284323,150.820552035277,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,48.35,0.9412046060248305,154.34891721187148,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r2000,49.99,0.9890818747790934,158.17822519689923,14.87,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,0.82,0.1999171832362777,53.93818274384106,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,2.46,0.48030152124193837,96.13288090211726,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,4.1,0.6599013843106007,120.0423302928771,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,5.74,0.778574632896178,133.7992344317508,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,7.38,0.8583943570117026,142.7936806793307,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,9.02,0.912409612781352,152.40028397999734,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,10.65,0.9485571628701779,159.30958748667533,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,12.29,0.9725172314467854,163.7645563438526,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,13.93,0.9875490589596765,166.10495271945769,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,15.57,0.9960806391147758,169.14966410329703,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,17.21,0.9998217066817752,171.6625421299601,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,18.85,1.0,172.19592313692837,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,20.49,0.9975119865243941,171.0390527467844,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,22.13,0.9930216865904403,169.35013945417705,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,23.77,0.9870270338882946,166.91375137918018,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,25.41,0.9799053835193304,164.24058042241217,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,27.05,0.9719453071429855,162.45355454286263,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,28.68,0.9634229711946829,161.79679305295048,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,30.32,0.9544055204059954,161.38425110828703,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,31.96,0.9450782139943462,160.31766167395782,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,33.6,0.9355464580917275,157.86261271691737,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,35.24,0.9258930034668017,155.20875942595032,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,36.88,0.9161829282037239,153.52855524800722,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,38.52,0.9064674362706788,152.99454073920882,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,40.16,0.8967867777155154,152.48844231456587,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,41.8,0.887172510871202,151.356687527289,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,43.44,0.8776492671843171,150.41501774077318,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,45.08,0.8682361369181757,150.62507746731887,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,46.71,0.8940044790243475,150.83618299176817,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,48.35,0.9415162440963211,154.3605752900174,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,c0_r200p1,49.99,0.9893055838825514,158.1863914378632,14.87,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,0.82,0.2113873292483476,55.15243241203081,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,2.46,0.5016028793722698,97.40395275109667,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,4.1,0.6827666296804522,121.13719854220659,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,5.74,0.7996814718977749,134.70704490455515,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,7.38,0.8764705903559527,143.52278228796254,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,9.02,0.9270800718167518,152.95511985056424,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,10.65,0.9598662788095884,159.7189664659694,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,12.29,0.9806404164240171,164.0507260019974,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,13.93,0.9927489918109329,166.28561832358915,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,15.57,0.9986351890160451,169.23684629581012,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,17.21,1.0,171.6685393279122,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,18.85,0.998051958923682,172.13058690455372,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,20.49,0.9936646003718402,170.9091160167914,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,22.13,0.9874786134431792,169.16103400687962,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,23.77,0.9799697835162248,166.66943205736973,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,25.41,0.9714951756153756,163.94463327410568,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,27.05,0.9623251382270755,162.11125390642346,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,28.68,0.9527259058543325,161.41458093605428,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,30.32,0.9427372001243663,160.96622205434196,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,31.96,0.9325386959934326,159.8653800374147,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,33.6,0.9222247713677882,157.37458082659467,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,35.24,0.9118684983852585,154.6861231178117,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,36.88,0.9015264563362206,152.97632717630447,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,38.52,0.8912423782197947,152.41883927285582,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,40.16,0.8810499370011243,151.8913683361393,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,41.8,0.8709748909665858,150.73748132342752,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,43.44,0.8610367472213208,149.77592428575355,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,45.08,0.8512500598254388,149.97249702089968,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,46.71,0.8918040367569009,150.75192284588448,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,48.35,0.9398390549785708,154.29782288491126,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200m1,49.99,0.9881031472077669,158.1424929256033,15.469999999999999,121.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,0.82,0.20912686252651314,54.91525971336389,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,2.46,0.49744210643849457,97.1569824061009,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,4.1,0.678331809307639,120.92561865157096,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,5.74,0.7956123319921455,134.53250682180223,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,7.38,0.873005098905173,143.38328957200517,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,9.02,0.9242833897232374,152.84950487801189,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,10.65,0.9577241767804464,159.6415050503397,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,12.29,0.979115025364904,163.99702646172804,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,13.93,0.9917867998903684,166.25220289031503,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,15.57,0.9981806773254802,169.22133791431227,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,17.21,1.0,171.6685393279122,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,18.85,0.9984574768666078,172.14418979836077,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,20.49,0.9944313965372215,170.9350206969725,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,22.13,0.9885671790302291,169.19818778824725,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,23.77,0.9813450414760809,166.717071052407,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,25.41,0.9731260718589592,164.0020646879417,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,27.05,0.9641842072166801,162.17745880303383,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,28.68,0.9547876761903147,161.4883195175063,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,30.32,0.9449814584853016,161.04670909832035,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,31.96,0.9349463550462501,159.95231989590337,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,33.6,0.9247788795148436,157.4682662209475,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,35.24,0.9145539731460244,154.78633645074464,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,36.88,0.9043298524127612,153.08210790286762,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,38.52,0.8941516862801611,152.52901617686678,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,40.16,0.8840544093039097,152.00554263595313,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,41.8,0.8740648902485104,150.8558026826576,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,43.44,0.8642036156498953,149.8979657902208,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,45.08,0.8544860052130994,150.09703611969914,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,46.71,0.8922229806190618,150.76796882791265,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,48.35,0.9401581967686488,154.3097656121509,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r2000,49.99,0.9883318318107475,158.1508426727038,15.469999999999999,123.0,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,0.82,0.206925259204994,54.68327425394406,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,2.46,0.4933740591657214,96.91490748793669,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,4.1,0.6739834833680223,120.71780525181067,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,5.74,0.7916138035103728,134.3607766211561,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,7.38,0.8695937960209122,143.24584538198468,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,9.02,0.9215265106730406,152.74532156750772,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,10.65,0.9556100641648368,159.56501890107182,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,12.29,0.9776080461415773,163.94395781577688,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,13.93,0.9908353971603195,166.21915554387746,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,15.57,0.9977309229873272,169.20599045914736,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,17.21,1.0,171.6685393279122,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,18.85,0.9988592524073578,172.15766609519588,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,20.49,0.9951915151376822,170.96069591487023,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,22.13,0.9896467746486529,169.23502735985153,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,23.77,0.9827095500313343,166.7643242378772,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,25.41,0.974744849785828,164.05904947846432,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,27.05,0.9660301184573705,162.2431683983725,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,28.68,0.9568355185203137,161.56152665322,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,30.32,0.9472112272679144,161.12663667787535,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,31.96,0.9373391360302026,160.0386757191449,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,33.6,0.9273178611757195,157.56134156050084,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,35.24,0.9172241864454194,154.8859159870004,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,36.88,0.9071179439258784,153.18723869343142,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,38.52,0.8970457210156646,152.63853577042727,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,40.16,0.8870436995616995,152.11905495000593,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,41.8,0.8771398471085923,150.97345598672277,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,43.44,0.8673556200268404,150.01933589574656,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,45.08,0.8577072957753266,150.22090866309676,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,46.71,0.8926400921653274,150.7839429339722,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,48.35,0.9404759899724047,154.32165695504472,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
UGC12506,cp1_r200p1,49.99,0.9885595822092951,158.15915787195786,15.469999999999999,124.5,ugc12506_source_native_nfw_hse_uncertainty_scan_diagnostic_not_endpoint
